,country,country_x,country_y,index,jurisdiction_x,jurisdiction_y,level_0,location_x,location_y,mealsAndIncidentals_x,mealsAndIncidentals_y,season_x,season_y,slug,slug_x,slug_y,total_x,total_y,diff
512,SIERRA LEONE,,,129,US,EU,114,Freetown,,129.0,,S1,,sierra-leone,sierra-leone-freetown,sierra-leone,319.0,190.0,0.6789473684210526
513,SINGAPORE,,,130,US,EU,115,Singapore,,135.0,,S1,,singapore,singapore,singapore,425.0,225.0,0.8888888888888888
514,SLOVENIA,,,132,US,EU,116,Ljubljana,,106.0,,S1,,slovenia,slovenia-ljubljana,slovenia,284.0,201.0,0.4129353233830846
515,SOUTH AFRICA,,,133,US,EU,117,Pretoria,,111.0,,S1,,south-africa,south-africa-pretoria,south-africa,323.0,195.0,0.6564102564102564
516,SPAIN,,,135,US,EU,118,Madrid,,138.0,,S1,,spain,spain-madrid,spain,384.0,216.0,0.7777777777777778
517,SRI LANKA,,,136,US,EU,119,Colombo,,97.0,,S1,,sri-lanka,sri-lanka-colombo,sri-lanka,317.0,155.0,1.0451612903225806
518,SUDAN,,,137,US,EU,120,Khartoum,,123.0,,S1,,sudan,sudan-khartoum,sudan,388.0,270.0,0.43703703703703706
519,SURINAME,,,138,US,EU,121,Paramaribo,,111.0,,S1,,suriname,suriname-paramaribo,suriname,260.0,180.0,0.4444444444444444
520,SWAZILAND,,,139,US,EU,122,Mbabane,,78.0,,S1,,swaziland,swaziland-mbabane,swaziland,219.0,140.0,0.5642857142857143
521,SWEDEN,,,140,US,EU,123,Stockholm,,171.0,,S1,,sweden,sweden-stockholm,sweden,403.0,304.0,0.3256578947368421
522,SWITZERLAND,,,141,US,EU,124,Bern,,164.0,,S1,,switzerland,switzerland-bern,switzerland,461.0,220.0,1.0954545454545455
523,SYRIA,,,142,US,EU,125,Damascus,,108.0,,S1,,syria,syria-damascus,syria,344.0,225.0,0.5288888888888889
524,TAJIKISTAN,,,143,US,EU,126,Dushanbe,,83.0,,S1,,tajikistan,tajikistan-dushanbe,tajikistan,325.0,185.0,0.7567567567567568
525,THAILAND,,,145,US,EU,127,Bangkok,,95.0,,S1,,thailand,thailand-bangkok,thailand,241.0,205.0,0.17560975609756097
526,TIMOR-LESTE,,,146,US,EU,128,Dili,,76.0,,S1,,timor-leste,timor-leste-dili,timor-leste,205.0,160.0,0.28125
527,TOGO,,,147,US,EU,129,Lome,,154.0,,S1,,togo,togo-lome,togo,394.0,155.0,1.5419354838709678
528,TONGA,,,148,US,EU,130,Nukualofa,,78.0,,S1,,tonga,tonga-nukualofa,tonga,216.0,155.0,0.3935483870967742
529,TRINIDAD AND TOBAGO,,,149,US,EU,131,Port of Spain,,146.0,,S1,,trinidad-and-tobago,trinidad-and-tobago-port-of-spain,trinidad-and-tobago,382.0,175.0,1.1828571428571428
530,TUNISIA,,,150,US,EU,132,Tunis,,101.0,,S1,,tunisia,tunisia-tunis,tunisia,207.0,145.0,0.42758620689655175
531,TURKEY,,,151,US,EU,133,Ankara,,87.0,,S1,,turkey,turkey-ankara,turkey,356.0,220.0,0.6181818181818182
532,TURKMENISTAN,,,152,US,EU,134,Ashgabat,,93.0,,S1,,turkmenistan,turkmenistan-ashgabat,turkmenistan,282.0,230.0,0.22608695652173913
533,UGANDA,,,153,US,EU,135,Kampala,,90.0,,S1,,uganda,uganda-kampala,uganda,340.0,235.0,0.44680851063829785
534,UKRAINE,,,154,US,EU,136,Kyiv,,131.0,,S1,,ukraine,ukraine-kyiv,ukraine,374.0,270.0,0.3851851851851852
535,UNITED ARAB EMIRATES,,,155,US,EU,137,Abu Dhabi,,198.0,,S1,,united-arab-emirates,united-arab-emirates-abu-dhabi,united-arab-emirates,538.0,265.0,1.030188679245283
536,UNITED KINGDOM,,,156,US,EU,138,London,,198.0,,S1,,united-kingdom,united-kingdom-london,united-kingdom,522.0,334.0,0.562874251497006
537,URUGUAY,,,157,US,EU,139,Montevideo,,92.0,,S1,,uruguay,uruguay-montevideo,uruguay,252.0,215.0,0.17209302325581396
538,UZBEKISTAN,,,158,US,EU,140,Tashkent,,99.0,,S1,,uzbekistan,uzbekistan-tashkent,uzbekistan,279.0,230.0,0.21304347826086956
539,VANUATU,,,159,US,EU,141,Port Vila,,119.0,,S1,,vanuatu,vanuatu-port-vila,vanuatu,295.0,170.0,0.7352941176470589
540,VENEZUELA,,,160,US,EU,142,Caracas,,261.0,,S1,,venezuela,venezuela-caracas,venezuela,575.0,210.0,1.7380952380952381
541,VIETNAM,,,161,US,EU,143,Hanoi,,98.0,,S1,,vietnam,vietnam-hanoi,vietnam,278.0,255.0,0.09019607843137255
542,YEMEN,,,162,US,EU,144,Sanaa,,95.0,,S1,,yemen,yemen-sanaa,yemen,455.0,225.0,1.0222222222222221
543,ZAMBIA,,,163,US,EU,145,Lusaka,,95.0,,S1,,zambia,zambia-lusaka,zambia,285.0,185.0,0.5405405405405406
544,ZIMBABWE,,,164,US,EU,146,Harare,,112.0,,S1,,zimbabwe,zimbabwe-harare,zimbabwe,304.0,165.0,0.8424242424242424
