Country,Currency,Location,First 60 Days US$,First 60 Days Local,>60 Days Local,Room as % of DSA,Effective Date d/mm/y,Survey Date d/mm/y,Notes
Sao Tome and Principe,Dobra,Sao Tome,167,"3,490","2,610",53,01/08/18,01/07/17,
Sao Tome and Principe,Dobra,"Sao Tome (Omali Sao Tome, Pestana Sao Tome)",242,"5,060","3,810",61,01/08/18,01/07/17,1
Sao Tome and Principe,Dobra,Sao Tome (Pestana Equador),190,"3,970","2,990",87,01/08/18,01/07/17,"1,7"
Sao Tome and Principe,Dobra,Principe,97,"2,030","1,530",64,01/08/18,01/07/17,
Sao Tome and Principe,Dobra,Principe (Bom Bom Island Resort),394,"8,240","6,190",78,01/08/18,01/07/17,1
Saudi Arabia,Saudi Riyal,Riyadh,381,"1,430","1,070",58,01/08/17,01/06/17,
Saudi Arabia,Saudi Riyal,Al-Khobar,365,"1,370","1,030",54,01/08/17,01/06/17,
Saudi Arabia,Saudi Riyal,Jeddah,280,"1,050",790,43,01/08/17,01/06/17,
Saudi Arabia,Saudi Riyal,"Jeddah (Crowne Plaza, Intercontinental)",485,"1,820","1,370",54,01/08/17,01/06/17,1
Saudi Arabia,Saudi Riyal,Elsewhere,320,"1,200",900,58,01/08/17,01/06/17,
Senegal,CFA Franc(XOF),Dakar,271,"152,000","114,000",58,01/08/18,01/01/17,
Senegal,CFA Franc(XOF),Dakar (King Fahd Palace),371,"208,000","156,000",60,01/08/18,01/01/17,1
Senegal,CFA Franc(XOF),M'Bour,189,"106,000","79,500",59,01/08/18,01/01/17,
Senegal,CFA Franc(XOF),M'Bour (Hotel Lamantin Beach),312,"175,000","131,000",64,01/08/18,01/01/17,1
Senegal,CFA Franc(XOF),Toubacouta (Les Paletuviers),186,"104,000","78,000",87,01/08/18,01/01/17,1
Senegal,CFA Franc(XOF),Elsewhere,125,"70,000","52,500",54,01/08/18,01/01/17,
Serbia,Dinar,Belgrade,180,"18,200","18,200",60,01/08/18,01/07/16,
Serbia,Dinar,Pristina,153,"15,400","11,600",59,01/08/18,01/11/17,
Serbia,Dinar,Elsewhere,101,"10,200","7,670",53,01/08/18,01/07/16,
Seychelles,SEY Rupee,Mahe Victoria,319,"4,330","3,250",61,01/08/18,01/03/18,
Seychelles,SEY Rupee,"La Digue (Le Repaire, Patatran)",404,"5,490","4,110",72,01/08/18,01/03/18,1
Seychelles,SEY Rupee,La Digue and Praslin,295,"4,010","3,000",59,01/08/18,01/03/18,
Seychelles,SEY Rupee,Praslin (Archipel),680,"9,230","6,930",69,01/08/18,01/03/18,1
Seychelles,SEY Rupee,Praslin (Indian Ocean Lodge),468,"6,360","4,770",71,01/08/18,01/03/18,1
Sierra Leone,Leone,Freetown,268,"2,042,000","1,532,000",63,01/08/18,01/08/17,
Sierra Leone,Leone,Freetown (Radisson Blu Mammy Yoko House),284,"2,164,000","1,623,000",61,01/08/18,01/08/17,1
Sierra Leone,Leone,Makeni,103,"785,000","587,000",53,01/08/18,01/08/17,
Sierra Leone,Leone,Elsewhere,92,"701,000","526,000",56,01/08/18,01/08/17,
Singapore,SIN Dollar,All Areas,396,540,405,62,01/08/18,01/07/15,
Slovak Republic,Euro,Bratislava,244,208,208,59,01/08/18,01/07/18,
Slovak Republic,Euro,Elsewhere,173,148,148,60,01/08/18,01/07/18,
"Slovenia, Republic of",Euro,All Areas,273,233,175,60,01/08/18,01/04/17,
Solomon Islands,SOI Dollar,Honiara,275,"2,200","1,650",58,01/08/18,01/02/18,
Solomon Islands,SOI Dollar,Honiara (Heritage Park),472,"3,770","2,830",67,01/08/18,01/02/18,1
Solomon Islands,SOI Dollar,Auki,148,"1,180",890,61,01/08/18,01/02/18,
Solomon Islands,SOI Dollar,Gizo,194,"1,550","1,160",58,01/08/18,01/02/18,
Solomon Islands,SOI Dollar,Elsewhere,153,"1,220",920,40,01/08/18,01/02/18,
Somalia,Somali Shilling,Mogadishu (Bancroft/International Campus- MIA),191,"4,641,000","4,641,000",87,01/08/17,01/08/17,"1,7"
Somalia,Somali Shilling,Mogadishu (Chelsea Village),173,"4,204,000","4,204,000",87,01/08/17,01/08/17,"1,7"
Somalia,Somali Shilling,Mogadishu (Nadiif),150,"3,645,000","3,645,000",87,01/08/17,01/08/17,"1,7"
Somalia,Somali Shilling,Mogadishu (RA International),224,"5,443,000","5,443,000",87,01/09/17,01/09/17,"1,7"
Somalia,Somali Shilling,Mogadishu (Thorn Tree),184,"4,471,000","4,471,000",71,01/08/17,01/08/17,1
Somalia,Somali Shilling,Mogadishu (UNICEF Guest House),185,"4,496,000","4,496,000",87,01/09/17,01/09/17,"1,7"
Somalia,Somali Shilling,Mogadishu (UNSOS Camp - MIA),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,
Somalia,Somali Shilling,Mogadishu (WFP Guest House),201,"4,884,000","4,884,000",75,01/08/17,01/08/17,1
Somalia,Somali Shilling,Baidoa (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Somalia,Somali Shilling,Baledongle (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Somalia,Somali Shilling,Beletweyne (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Somalia,Somali Shilling,Berbera (Mansoor),95,"2,309,000","2,309,000",66,01/08/17,01/08/17,1
Somalia,Somali Shilling,Dhobley (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Somalia,Somali Shilling,Dollow (WFP Guest House),209,"5,079,000","5,079,000",87,01/08/17,01/08/17,1
Somalia,Somali Shilling,Galkayo (WFP Guest House),92,"2,236,000","2,236,000",71,01/08/17,01/08/17,1
Somalia,Somali Shilling,Garowe (UNCC New Villas),213,"5,176,000","5,176,000",75,01/08/17,01/08/17,1
Somalia,Somali Shilling,Garowe (UNSOS GIH),230,"5,589,000","5,589,000",76,01/08/17,01/08/17,1
Somalia,Somali Shilling,Hargeisa (Hotels Ambassador & Maansoor),136,"3,305,000","3,305,000",56,01/08/17,01/08/17,1
Somalia,Somali Shilling,Jowhar (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Somalia,Somali Shilling,Kismayo (Atlantean),403,"9,793,000","9,793,000",87,01/09/17,01/09/17,"1,7"
Somalia,Somali Shilling,Kismayo (UNSOS Guest House),144,"3,499,000","3,499,000",70,01/08/17,01/08/17,1
Somalia,Somali Shilling,Elsewhere,74,"1,798,000","1,798,000",50,01/08/17,01/08/17,
South Africa,Rand,Pretoria,183,"2,400","1,800",70,01/08/18,01/07/17,
South Africa,Rand,Bloemfontein,178,"2,340","1,760",60,01/08/18,01/07/17,
South Africa,Rand,Capetown,232,"3,050","2,290",65,01/08/18,01/07/17,
South Africa,Rand,Durban,223,"2,930","2,200",65,01/08/18,01/07/17,
South Africa,Rand,East London,241,"3,170","2,380",67,01/08/18,01/07/17,
South Africa,Rand,Johannesburg,307,"4,040","3,030",67,01/08/18,01/07/17,
South Africa,Rand,Johannesburg-Sandton,286,"3,760","2,820",68,01/08/18,01/07/17,
South Africa,Rand,Johannesburg-Sandton (Sandton Sun),498,"6,550","4,910",75,01/08/18,01/07/17,1
South Africa,Rand,Magaliesburg/Muldersdrift,234,"3,080","2,310",73,01/08/18,01/10/12,
South Africa,Rand,Musina,155,"2,040","1,530",47,01/08/18,01/07/17,
South Africa,Rand,Polokwane,145,"1,910","1,430",61,01/08/18,01/10/12,
South Africa,Rand,Sun City,218,"2,870","2,150",71,01/08/18,01/10/12,
South Africa,Rand,Sun City (Special Hotels),300,"3,940","2,960",77,01/08/18,01/10/12,"1,34"
South Africa,Rand,Elsewhere,115,"1,510","1,130",61,01/08/18,01/07/17,
"South Sudan, Republic of",Southern Sudanese Pound,Juba,221,"31,300","23,500",61,01/08/18,01/10/14,
"South Sudan, Republic of",Southern Sudanese Pound,Juba (Juba Grand),258,"36,500","27,500",70,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,Juba (Logali House),238,"33,700","25,300",74,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,Juba (UN Guest Houses),80,"11,300","11,300",60,01/08/18,01/10/14,
"South Sudan, Republic of",Southern Sudanese Pound,Aweil (Aweil Grand),269,"38,100","28,600",74,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,Aweil (South Sudan),192,"27,200","20,400",60,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,"Rumbek (Palm Tree, Safari Style)",202,"28,600","21,500",68,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,Torit,117,"16,600","12,500",67,01/08/18,01/10/14,
"South Sudan, Republic of",Southern Sudanese Pound,Torit (Torit Hotel),223,"31,600","23,600",61,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,"Wau (Amarula Lodge, Regency, Universal Gab, Wau River Lodge)",181,"25,600","19,200",68,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,"Yambio (Sunset, Tourist)",181,"25,600","19,200",69,01/08/18,01/10/14,1
"South Sudan, Republic of",Southern Sudanese Pound,Elsewhere,91,"12,900","9,620",57,01/08/18,01/10/14,
"South Sudan, Republic of",Southern Sudanese Pound,Elsewhere (UN Guest Houses),71,"10,000","7,500",48,01/08/18,01/10/14,
Spain,Euro,Madrid,310,265,199,53,01/08/18,01/08/18,
Spain,Euro,Barcelona,268,229,172,55,01/08/18,01/08/18,
Spain,Euro,"Las Palmas, Canary Islands",263,225,169,52,01/08/18,01/08/18,
Spain,Euro,Elsewhere,212,181,136,53,01/08/18,01/08/18,
Sri Lanka,Sri Lanka Rupee,Colombo,214,"34,200","25,700",68,01/08/18,01/02/18,
Sri Lanka,Sri Lanka Rupee,Colombo (Sri Lanka-based staff),122,"19,500","14,700",60,01/08/18,01/02/18,
Sri Lanka,Sri Lanka Rupee,"Ampara, Batticaloa, Trincomalee",74,"11,800","8,850",65,01/08/18,01/02/18,
Sri Lanka,Sri Lanka Rupee,"Jaffna, Killinochchi, Mannar, Mullaitivu, Vavunia",74,"11,800","8,850",65,01/08/18,01/02/18,
Sri Lanka,Sri Lanka Rupee,Kandy,152,"24,300","18,200",68,01/08/18,01/02/18,
Sri Lanka,Sri Lanka Rupee,Elsewhere,123,"19,700","14,800",62,01/08/18,01/02/18,
St. Kitts and Nevis,E.C. Dollar,All Areas (15 Apr. - 14 Dec.),374,"1,010",760,54,01/10/17,01/10/17,
St. Kitts and Nevis,E.C. Dollar,All Areas (15 Dec - 14 Apr.),456,"1,230",920,59,01/10/17,01/10/17,
St. Lucia,E.C. Dollar,All Areas (15 Apr.-14 Dec.),448,"1,210",910,58,01/10/17,01/10/17,
St. Lucia,E.C. Dollar,"All Areas (15 Dec.-14 Apr,)",485,"1,310",980,60,01/10/17,01/10/17,
St.Vincent-Grenadines,E.C. Dollar,All Areas (15 Apr. - 14 Dec.),319,860,650,50,01/10/17,01/10/17,
St.Vincent-Grenadines,E.C. Dollar,All Areas (15 Dec. - 14 Apr.),333,900,680,51,01/10/17,01/10/17,
Sudan,Sudanese Pound,Khartoum,165,"4,810","3,610",60,01/07/18,01/05/17,
Sudan,Sudanese Pound,Port Sudan,141,"4,110","3,090",48,01/07/18,01/05/17,
Sudan,Sudanese Pound,Port Sudan (Coral),265,"7,720","5,800",56,01/07/18,01/05/17,1
Sudan,Sudanese Pound,Elsewhere,117,"3,410","2,560",60,01/07/18,01/05/17,
Suriname,Surinamese Dollar,Paramaribo,172,"1,270",950,67,01/05/18,01/05/17,
Suriname,Surinamese Dollar,Elsewhere,98,730,550,66,01/05/18,01/04/17,
Swaziland,Lilangeni,Mbabane,197,"2,590","1,940",68,01/08/18,01/01/18,
Swaziland,Lilangeni,Ezulwini,262,"3,450","2,590",71,01/08/18,01/01/18,
Swaziland,Lilangeni,Manzini,168,"2,210","1,660",61,01/08/18,01/01/18,
Swaziland,Lilangeni,Piggs Peak,145,"1,910","1,430",67,01/08/18,01/01/18,
Swaziland,Lilangeni,Elsewhere,121,"1,590","1,190",62,01/08/18,01/01/18,
Sweden,Swedish Krona,Stockholm,397,"3,480","2,610",67,01/08/18,01/06/18,
Sweden,Swedish Krona,Elsewhere,331,"2,900","2,180",63,01/08/18,01/06/18,
Switzerland,Swiss Franc,All Areas,386,383,287,61,01/08/18,01/07/17,
Syrian Arab Republic,Syrian Pound,Damascus,216,"93,700","70,300",55,01/06/18,01/06/18,
Syrian Arab Republic,Syrian Pound,Damascus (Four Seasons),394,"171,000","128,000",63,01/06/18,01/06/18,1
Syrian Arab Republic,Syrian Pound,Aleppo,195,"84,600","63,500",56,01/06/18,01/06/18,
Syrian Arab Republic,Syrian Pound,Homs,156,"67,700","50,800",64,01/06/18,01/06/18,
Syrian Arab Republic,Syrian Pound,Lattakia,137,"59,500","44,600",62,01/06/18,01/06/18,
Syrian Arab Republic,Syrian Pound,Elsewhere,128,"55,600","41,700",55,01/06/18,01/06/18,
Tajikistan,Tajik Somoni,Dushanbe,170,"1,600","1,210",66,01/08/18,01/07/17,
Tajikistan,Tajik Somoni,Darvaz (Karon Palace),145,"1,370","1,030",74,01/08/18,01/07/17,1
Tajikistan,Tajik Somoni,Regional Centers,90,850,640,68,01/08/18,01/07/17,21
Tajikistan,Tajik Somoni,Elsewhere,51,480,358,61,01/08/18,01/07/17,
"Tanzania, United Rep. of",Shilling,Dar es Salaam,223,"508,000","381,000",62,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Dar es Salaam  (Special hotels),312,"711,000","534,000",67,01/08/18,01/11/17,"1,24"
"Tanzania, United Rep. of",Shilling,Arusha,188,"429,000","321,000",65,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Bagamoyo,150,"342,000","258,000",57,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Dodoma,141,"321,000","242,000",51,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Kigoma,147,"335,000","251,000",56,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Mbeya,105,"239,000","180,000",60,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Morogoro,105,"239,000","180,000",64,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Moshi,134,"306,000","230,000",64,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Mtwara,127,"290,000","217,000",59,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Mwanza,150,"342,000","258,000",63,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Ngorongoro/Serengeti,341,"777,000","584,000",72,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Pemba,127,"290,000","217,000",59,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Tanga,140,"319,000","239,000",57,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,"Zanzibar (Park Hyatt, Serena Inn)",310,"707,000","531,000",64,01/08/18,01/11/17,1
"Tanzania, United Rep. of",Shilling,"Zanzibar, Nungwi (Diamond La Gema, Essque Zallu, Royal Zanzibar)",398,"907,000","682,000",87,01/08/18,01/11/17,"1,7"
"Tanzania, United Rep. of",Shilling,"Zanzibar, Nungwi (Hideaway, Melia)",469,"1,069,000","803,000",87,01/08/18,01/11/17,"1,7"
"Tanzania, United Rep. of",Shilling,"Zanzibar, Nungwi (Neptune)",520,"1,186,000","889,000",88,01/08/18,01/11/17,"1,7"
"Tanzania, United Rep. of",Shilling,"Zanzibar, Stonetown",170,"388,000","292,000",62,01/08/18,01/11/17,
"Tanzania, United Rep. of",Shilling,Elsewhere,95,"217,000","162,000",59,01/08/18,01/11/17,
Thailand,Thai Baht,Bangkok,215,"7,150","5,360",55,01/08/18,01/05/18,
Thailand,Thai Baht,Cha Am,179,"5,960","4,470",55,01/08/18,01/05/18,
Thailand,Thai Baht,Chiang Mai,173,"5,750","4,310",63,01/08/18,01/05/18,
Thailand,Thai Baht,Chiang Rai,135,"4,500","3,380",67,01/08/18,01/05/18,
Thailand,Thai Baht,Hua Hin,223,"7,410","5,560",62,01/08/18,01/05/18,
Thailand,Thai Baht,Kanchanaburi,121,"4,030","3,020",58,01/08/18,01/05/18,
Thailand,Thai Baht,Koh Samui,158,"5,260","3,950",62,01/08/18,01/05/18,
Thailand,Thai Baht,Pattaya,155,"5,150","3,860",59,01/08/18,01/05/18,
Thailand,Thai Baht,Phuket,230,"7,660","5,750",70,01/08/18,01/05/18,
Thailand,Thai Baht,Rayong,149,"4,950","3,710",61,01/08/18,01/05/18,
Thailand,Thai Baht,"Songkla, HatYai",92,"3,070","2,300",43,01/08/18,01/05/18,
Thailand,Thai Baht,Elsewhere,78,"2,580","1,940",58,01/08/18,01/05/18,
The former Yugoslav Republic of Macedonia,Denar,Skopje,167,"8,790","6,580",62,01/08/18,01/03/18,
The former Yugoslav Republic of Macedonia,Denar,Ohrid & Struga,90,"4,740","3,580",61,01/08/18,01/03/18,
The former Yugoslav Republic of Macedonia,Denar,Elsewhere,74,"3,890","2,950",64,01/08/18,01/03/18,
Timor-Leste,US Dollar,Dili,160,160,120,61,01/02/17,01/02/17,
Timor-Leste,US Dollar,"Dili (Novo Turismo, Timor Plaza)",227,227,170,56,01/02/17,01/02/17,1
Timor-Leste,US Dollar,Baucau (Hotel Pousada),115,115,86,61,01/02/17,01/02/17,1
Timor-Leste,US Dollar,Com -Lautem (Com Beach Resort),135,135,101,44,01/02/17,01/02/17,1
Timor-Leste,US Dollar,Oecussi (RAO Hotel),81,81,61,62,01/02/17,01/02/17,1
Timor-Leste,US Dollar,Elsewhere,66,66,50,57,01/02/17,01/02/17,
Togo,CFA Franc(XOF),Lome,189,"106,000","79,500",59,01/08/18,01/01/15,
Togo,CFA Franc(XOF),"Lome (Palm Beach, Sancta Maria)",275,"154,000","116,000",60,01/08/18,01/01/15,1
Togo,CFA Franc(XOF),Lome (Sarakawa),328,"184,000","138,000",66,01/08/18,01/01/15,1
Togo,CFA Franc(XOF),Elsewhere,84,"47,100","35,300",60,01/08/18,01/01/15,
Tokelau,NZE Dollar,All Areas,87,127,95,63,01/08/18,01/11/16,
Tonga,Pa'anga,Nuku'Alofa,220,498,374,67,01/08/18,01/02/18,
Tonga,Pa'anga,Vava'u,112,253,190,69,01/08/18,01/02/18,
Tonga,Pa'anga,Elsewhere,63,142,107,51,01/08/18,01/02/18,
Trinidad and Tobago,TT Dollar,Trinidad - All Areas,313,"2,110","1,580",57,01/08/18,01/06/17,
Trinidad and Tobago,TT Dollar,Tobago (15 Apr.-15 Dec.),294,"1,980","1,490",55,01/08/18,01/06/17,
Trinidad and Tobago,TT Dollar,Tobago (16 Dec.-14 Apr.),313,"2,110","1,580",57,01/08/18,01/06/17,
Tunisia,Tunisian Dinar,Tunis,139,374,281,53,01/08/18,01/07/18,
Tunisia,Tunisian Dinar,"Tunis (Movenpick Tunis, Four Seasons)",223,600,450,58,01/08/18,01/07/18,1
Tunisia,Tunisian Dinar,"Tunis (Sheraton, Concorde)",194,520,390,54,01/08/18,01/07/18,1
Tunisia,Tunisian Dinar,Elsewhere,90,243,182,87,01/08/18,01/07/18,
Turkey,New Turkish Lira,Ankara,171,840,630,56,01/08/18,01/10/17,
Turkey,New Turkish Lira,Antalya,185,900,680,57,01/08/18,01/10/17,
Turkey,New Turkish Lira,Diyarbakir,135,660,494,50,01/08/18,01/10/17,
Turkey,New Turkish Lira,Gaziantep,133,650,489,53,01/08/18,01/10/17,
Turkey,New Turkish Lira,Istanbul,235,"1,150",860,59,01/08/18,01/10/17,
Turkey,New Turkish Lira,Izmir,191,930,700,56,01/08/18,01/10/17,
Turkey,New Turkish Lira,Sanliurfa,135,660,494,50,01/08/18,01/10/17,
Turkey,New Turkish Lira,Elsewhere,124,610,455,52,01/08/18,01/10/17,
Turkmenistan,new Manat,Ashgabat,250,880,660,55,01/05/18,01/05/18,
Turkmenistan,new Manat,Ashgabat (Resident),209,730,550,50,01/05/18,01/05/18,
Turkmenistan,new Manat,Balkanabat (Nebitchi) Non-resident,129,452,339,60,01/05/18,01/05/18,1
Turkmenistan,new Manat,Turkmenbashi,132,462,347,58,01/05/18,01/05/18,
Turkmenistan,new Manat,Turkmenbashy (Resident),93,326,244,46,01/05/18,01/05/18,
Turkmenistan,new Manat,Elsewhere,113,396,297,55,01/05/18,01/05/18,
Turkmenistan,new Manat,Elsewhere (Resident),79,277,207,42,01/05/18,01/05/18,
Turks & Caicos Islands,US Dollar,Grand Turk,384,384,288,64,01/03/16,01/03/16,
Turks & Caicos Islands,US Dollar,Providenciales (14 Apr. - 21 Dec.),438,438,329,67,01/03/16,01/03/16,
Turks & Caicos Islands,US Dollar,Providenciales (22 Dec. - 13 Apr.],540,540,405,70,01/03/16,01/03/16,
Tuvalu,AUL Dollar,All Areas,199,268,201,68,01/08/18,01/02/18,
Uganda,Uganda Shilling,Kampala,216,"799,000","599,000",69,01/08/18,01/12/17,
Uganda,Uganda Shilling,Kampala (Kampala Serena),530,"1,960,000","1,472,000",72,01/08/18,01/12/17,1
Uganda,Uganda Shilling,Kampala (Sheraton),291,"1,076,000","806,000",71,01/08/18,01/12/17,1
Uganda,Uganda Shilling,Entebbe,203,"751,000","562,000",70,01/08/18,01/12/17,
Uganda,Uganda Shilling,Entebbe (Protea),347,"1,283,000","962,000",74,01/08/18,01/12/17,1
Uganda,Uganda Shilling,Jinja (Jinja Nile Resort),290,"1,073,000","806,000",73,01/08/18,01/12/17,1
Uganda,Uganda Shilling,"Kabale (Chobe Safari Lodge, Paraa Safari Lodge)",281,"1,039,000","780,000",69,01/08/18,01/01/18,1
Uganda,Uganda Shilling,Kabale (Silverback Lodge),315,"1,165,000","873,000",71,01/08/18,01/01/18,1
Uganda,Uganda Shilling,Kabarole/Fort Portal,98,"362,000","274,000",68,01/08/18,01/07/18,
Uganda,Uganda Shilling,Kisoro,149,"551,000","414,000",72,01/08/18,01/07/18,
Uganda,Uganda Shilling,Mbarara,98,"362,000","274,000",66,01/08/18,01/12/17,
Uganda,Uganda Shilling,Mbarara (Mweya Safari Lodge),284,"1,050,000","788,000",69,01/08/18,01/01/18,1
Uganda,Uganda Shilling,Elsewhere,63,"233,000","174,000",61,01/08/18,01/12/17,
Ukraine,Hryvnia,Kyiv,205,"5,540","4,160",59,01/08/18,01/04/18,
Ukraine,Hryvnia,Kyiv (Hyatt Regency),351,"9,480","7,100",66,01/08/18,01/04/18,1
Ukraine,Hryvnia,"Kyiv (Intercontinental, Premier Palace)",342,"9,230","6,940",65,01/08/18,01/04/18,1
Ukraine,Hryvnia,Kyiv (Radisson Blu),308,"8,320","6,240",72,01/08/18,01/04/18,1
Ukraine,Hryvnia,Dnipro,99,"2,670","2,000",48,01/08/18,01/04/18,
Ukraine,Hryvnia,Dnipro (Grand),146,"3,940","2,970",44,01/08/18,01/04/18,1
Ukraine,Hryvnia,Donetsk,170,"4,590","3,460",48,01/08/18,01/04/18,
Ukraine,Hryvnia,Kharkiv,100,"2,700","2,030",48,01/08/18,01/04/18,
Ukraine,Hryvnia,Kharkiv (Kharkiv Palats),239,"6,450","4,830",66,01/08/18,01/04/18,1
Ukraine,Hryvnia,Lviv,99,"2,670","2,000",57,01/08/18,01/04/18,
Ukraine,Hryvnia,Lviv (Leopolis),189,"5,100","3,830",66,01/08/18,01/04/18,1
Ukraine,Hryvnia,Odesa,106,"2,860","2,160",57,01/08/18,01/04/18,
Ukraine,Hryvnia,Odesa (Londonskaya),151,"4,080","3,050",58,01/08/18,01/04/18,1
Ukraine,Hryvnia,Elsewhere,68,"1,840","1,380",50,01/08/18,01/04/18,
United Arab Emirates,U.A.E. Dirham,Abu Dhabi,370,"1,360","1,020",54,01/02/18,01/08/17,
United Arab Emirates,U.A.E. Dirham,Dubai,392,"1,440","1,080",62,01/02/18,01/08/17,
United Arab Emirates,U.A.E. Dirham,Elsewhere,376,"1,380","1,040",59,01/02/18,01/08/17,
United Kingdom,U.K. Pound,London,390,297,223,64,01/08/18,01/06/18,
United Kingdom,U.K. Pound,Elsewhere,343,261,196,62,01/08/18,01/06/18,
Uruguay,Peso Uruguayo,Montevideo,216,"6,620","4,970",56,01/08/18,01/07/17,
Uruguay,Peso Uruguayo,Colonia,247,"7,570","5,670",57,01/08/18,01/07/17,
Uruguay,Peso Uruguayo,Punta Del Este (April-Nov),193,"5,920","4,450",60,01/08/18,01/07/17,
Uruguay,Peso Uruguayo,Punta Del Este (Conrad) December- March,469,"14,400","10,800",75,01/08/18,01/07/17,1
Uruguay,Peso Uruguayo,Punta Del Este (Dec-March),345,"10,600","7,940",72,01/08/18,01/07/17,
Uruguay,Peso Uruguayo,Salto,245,"7,510","5,640",61,01/08/18,01/07/17,
Uruguay,Peso Uruguayo,Elsewhere,169,"5,180","3,890",52,01/08/18,01/07/17,
USA,US Dollar,Washington D.C.,367,367,275,60,01/07/18,01/07/18,
USA,US Dollar,Boston,385,385,289,70,01/08/17,01/08/17,
USA,US Dollar,Chicago,339,339,254,71,01/08/17,01/08/17,
USA,US Dollar,Honolulu,385,385,289,73,01/08/17,01/08/17,
USA,US Dollar,Los Angeles,385,385,289,73,01/08/17,01/08/17,
USA,US Dollar,Miami,348,348,261,72,01/08/17,01/08/17,
USA,US Dollar,New York (First 30 Days),410,410,273,60,01/08/17,01/08/17,
USA,US Dollar,New York (Next 30 Days),349,349,274,60,01/08/17,01/08/17,
USA,US Dollar,New York Special Hotels (Jan-Aug) First 30 days,500,500,333,65,01/08/17,01/08/17,"1,22"
USA,US Dollar,New York Special Hotels (Jan-Aug) Next 30 days,425,425,333,65,01/08/17,01/08/17,"1,22"
USA,US Dollar,New York Special Hotels (Sep-Dec) First 30 days,600,600,400,69,01/08/17,01/08/17,"1,23"
USA,US Dollar,New York Special Hotels (Sep-Dec) Next 30 days,510,510,400,69,01/08/17,01/08/17,"1,23"
USA,US Dollar,Philadelphia,326,326,245,68,01/08/17,01/08/17,
USA,US Dollar,San Francisco,381,381,286,70,01/08/17,01/08/17,
USA,US Dollar,Elsewhere,303,303,227,70,01/08/17,01/08/17,
Uzbekistan,Uzbekistan Sum,Tashkent,182,"1,418,000","1,067,000",66,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,"Tashkent (International, Hyatt)",275,"2,143,000","1,605,000",56,01/08/18,01/04/18,1
Uzbekistan,Uzbekistan Sum,Tashkent (Residents),133,"1,036,000","779,000",62,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Bukhara,79,"615,000","460,000",62,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Bukhara (Residents),49,"382,000","288,000",47,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Fergana,89,"693,000","522,000",63,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Fergana (Residents),59,"460,000","343,000",50,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Gazalkent,81,"631,000","475,000",72,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Gazalkent (Charos),148,"1,153,000","865,000",76,01/08/18,01/04/18,1
Uzbekistan,Uzbekistan Sum,Nukus and Urgench,56,"436,000","327,000",64,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Samarkhand,139,"1,083,000","810,000",72,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Samarkhand (Residents),64,"499,000","374,000",54,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Termez,60,"467,000","351,000",69,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Elsewhere,71,"553,000","413,000",69,01/08/18,01/04/18,
Uzbekistan,Uzbekistan Sum,Elsewhere (Residents),36,"280,000","210,000",51,01/08/18,01/04/18,
